user_id,place_id,rating
46,6,5
46,164,7
46,99,7
46,141,8
46,18,8
47,65,10
47,187,10
47,166,10
47,40,10
47,128,10
47,146,10
47,50,10
47,145,7
47,68,4
47,18,4
48,105,10
48,49,10
48,1,9
48,153,8
48,166,8
48,75,10
48,23,5
48,145,7
48,64,9
48,35,8
49,28,7
49,176,8
49,30,7
49,18,9
49,141,8
49,68,6
49,143,9
49,123,8
49,180,8
49,135,9
50,105,9
50,75,10
50,1,7
50,57,8
50,42,8
50,141,9
50,40,8
50,3,10
50,92,9
50,147,10
51,145,8
51,48,8
51,114,8
51,50,8
51,162,7
51,173,7
51,98,7
51,158,8
51,122,8
51,146,9
52,94,10
52,157,10
52,14,10
52,151,9
52,140,10
52,113,10
52,63,10
52,179,10
52,92,8
52,40,10
53,147,10
53,8,10
53,92,10
53,40,10
53,145,10
53,42,10
53,1,10
53,124,10
53,99,10
53,164,10
54,145,7
54,99,8
54,67,5
54,118,5
54,119,5
54,25,6
54,175,8
54,45,9
54,55,9
54,51,9
55,69,7
55,185,5
55,34,5
55,19,7
55,146,3
55,68,7
55,13,4
55,24,6
55,125,9
55,169,8
56,125,8
56,164,6
56,113,9
56,160,8
56,129,9
56,135,10
56,96,9
56,73,9
56,110,9
56,123,10
57,44,9
57,28,7
57,68,10
57,155,8
57,42,8
57,57,10
57,54,10
57,145,8
57,141,8
57,99,10
58,40,10
58,166,10
58,94,10
58,101,10
58,101,10
58,75,10
58,187,10
58,187,10
58,102,10
58,190,10
59,68,10
59,145,10
59,155,9
59,156,9
59,99,10
59,66,9
59,32,9
59,117,9
59,48,9
59,180,10
60,113,10
60,141,7
60,88,10
60,93,10
60,63,6
60,145,5
60,192,6
60,18,5
60,123,9
60,57,9
61,12,10
61,57,10
61,18,7
61,107,7
61,158,7
61,82,10
61,63,6
61,126,10
61,9,10
61,40,5
62,40,7
62,8,9
62,145,7
62,192,6
62,75,8
62,42,6
62,54,9
62,87,6
62,81,8
62,177,8
63,57,9
63,113,8
63,42,3
63,1,6
63,121,10
63,166,10
63,18,7
63,120,10
63,10,10
63,99,8
64,120,10
64,154,10
64,8,10
64,136,10
64,182,10
64,146,10
64,173,8
64,12,10
64,134,9
64,54,10
65,57,9
65,113,9
65,50,9
65,75,9
65,40,8
65,42,8
65,123,7
65,73,7
65,18,7
65,68,6
66,41,8
66,40,7
66,54,9
66,184,10
66,95,9
66,114,8
66,164,9
66,147,9
66,42,7
66,57,8
67,158,9
67,166,9
67,40,9
67,50,8
67,114,7
67,117,7
67,38,7
67,20,7
67,175,7
67,48,6
68,8,10
68,57,10
68,103,9
68,48,6
68,114,8
68,145,8
68,143,7
68,106,9
68,99,8
68,22,7
69,57,7
69,90,10
69,54,8
69,163,8
69,127,5
69,135,6
69,99,7
69,12,7
69,40,7
69,123,7
70,97,9
70,163,10
70,29,10
70,99,6
70,40,10
70,18,7
70,92,8
70,73,9
70,183,10
70,75,9
71,92,9
71,135,8
71,57,9
71,115,8
71,128,7
71,141,8
71,31,8
71,28,5
71,124,8
71,4,9
72,18,1
72,99,1
72,28,1
72,92,10
72,60,8
72,42,5
72,123,8
72,163,7
